GRAND_ID: 2378
DAM_NAME: -49.485275
LONG: -49.485275
LAT: -18.503429
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.16;0.68
2.0;0.5;1.71
3.0;0.74;2.98
4.0;1.61;5.12
5.0;2.47;8.11
6.0;4.66;13.29
7.0;5.36;19.18
8.0;6.51;26.22
9.0;7.06;33.8
10.0;8.2;42.52
11.0;8.77;51.82
12.0;9.78;62.12
13.0;10.41;73.06
14.0;13.2;86.79
15.0;14.7;102.02
16.0;18.59;121.13
17.0;20.59;142.24
18.0;28.05;170.82
19.0;31.53;202.87
20.0;37.3;240.7
21.0;40.32;281.54
22.0;46.26;328.32
23.0;48.78;377.63
24.0;54.09;432.25
25.0;56.54;489.31
26.0;60.82;550.66
27.0;62.64;613.82
28.0;65.31;679.66
29.0;66.25;746.44
30.0;67.51;814.48
