GRAND_ID: 4268
DAM_NAME: 28.739853
LONG: 28.739853
LAT: -31.550274
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.4;0.54
2.0;0.64;1.31
3.0;1.6;3.04
4.0;2.15;5.33
5.0;3.82;9.28
6.0;4.47;13.88
7.0;6.3;20.31
8.0;7.1;27.54
9.0;9.34;37.02
10.0;10.39;47.54
11.0;12.53;60.21
12.0;13.32;73.66
13.0;15.02;88.81
14.0;15.68;104.63
15.0;17.49;122.25
16.0;18.25;140.63
17.0;20.09;160.86
18.0;20.82;181.81
19.0;22.88;204.83
20.0;23.77;228.74
21.0;25.85;254.72
22.0;26.66;281.51
23.0;28.21;309.85
24.0;28.66;338.64
25.0;29.46;368.24
26.0;29.65;398.02
