GRAND_ID: 2307
DAM_NAME: -65.892352
LONG: -65.892352
LAT: -17.228616
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.12
2.0;0.04;0.27
3.0;0.04;0.42
4.0;0.07;0.6
5.0;0.07;0.78
6.0;0.09;0.99
7.0;0.09;1.2
8.0;0.13;1.44
9.0;0.13;1.69
10.0;0.15;1.95
11.0;0.15;2.22
12.0;0.18;2.52
13.0;0.18;2.82
14.0;0.21;3.14
15.0;0.21;3.46
16.0;0.23;3.8
17.0;0.23;4.14
18.0;0.25;4.51
19.0;0.25;4.87
20.0;0.29;5.28
21.0;0.29;5.69
22.0;0.32;6.12
23.0;0.32;6.56
24.0;0.36;7.03
25.0;0.36;7.5
26.0;0.4;8.01
27.0;0.4;8.53
28.0;0.46;9.1
29.0;0.46;9.68
30.0;0.59;10.38
31.0;0.59;11.08
32.0;0.82;12.02
33.0;0.82;12.96
34.0;0.97;14.05
35.0;0.97;15.14
36.0;1.13;16.38
37.0;1.13;17.62
38.0;1.29;19.03
39.0;1.29;20.43
40.0;1.47;22.02
41.0;1.47;23.61
42.0;1.62;25.34
43.0;1.62;27.08
44.0;1.83;29.03
45.0;1.83;30.97
46.0;1.97;33.06
47.0;1.97;35.15
48.0;2.19;37.45
49.0;2.19;39.76
50.0;2.38;42.25
51.0;2.38;44.75
52.0;2.69;47.55
53.0;2.69;50.36
54.0;2.92;53.4
55.0;2.92;56.44
56.0;3.18;59.73
57.0;3.18;63.02
58.0;3.36;66.5
59.0;3.36;69.97
60.0;3.59;73.67
61.0;3.59;77.38
62.0;3.79;81.28
63.0;3.79;85.19
64.0;4.16;89.46
65.0;4.16;93.74
66.0;4.44;98.3
67.0;4.44;102.85
68.0;4.76;107.72
69.0;4.76;112.6
70.0;4.99;117.7
71.0;4.99;122.8
72.0;5.25;128.17
73.0;5.25;133.54
74.0;5.45;139.11
75.0;5.45;144.68
76.0;5.7;150.5
77.0;5.7;156.31
78.0;5.93;162.35
79.0;5.93;168.4
80.0;6.18;174.69
81.0;6.18;180.98
82.0;6.41;187.51
83.0;6.41;194.04
84.0;6.66;200.82
85.0;6.66;207.6
86.0;6.87;214.58
87.0;6.87;221.57
88.0;7.15;228.84
89.0;7.15;236.1
90.0;7.38;243.59
91.0;7.38;251.09
92.0;7.62;258.83
93.0;7.62;266.57
94.0;7.88;274.56
95.0;7.88;282.55
96.0;8.17;290.83
97.0;8.17;299.11
98.0;8.45;307.68
99.0;8.45;316.24
100.0;8.8;325.16
101.0;8.8;334.07
102.0;9.07;343.26
103.0;9.07;352.45
104.0;9.36;361.93
105.0;9.36;371.41
106.0;9.67;381.19
107.0;9.67;390.98
108.0;9.96;401.06
109.0;9.96;411.14
110.0;10.18;421.44
111.0;10.18;431.74
112.0;10.44;442.29
113.0;10.44;452.85
114.0;10.66;463.63
115.0;10.66;474.41
116.0;10.89;485.42
117.0;10.89;496.42
118.0;11.11;507.65
119.0;11.11;518.87
120.0;11.32;530.31
121.0;11.32;541.75
122.0;11.49;553.36
123.0;11.49;564.96
124.0;11.66;576.74
125.0;11.66;588.52
126.0;11.82;600.45
127.0;11.82;612.38
128.0;11.96;624.46
129.0;11.96;636.54
130.0;12.09;648.74
131.0;12.09;660.94
132.0;12.21;673.27
133.0;12.21;685.59
134.0;12.31;698.02
135.0;12.31;710.44
136.0;12.41;722.96
137.0;12.41;735.49
138.0;12.48;748.09
139.0;12.48;760.69
140.0;12.57;773.37
141.0;12.57;786.05
142.0;12.64;798.8
143.0;12.64;811.55
144.0;12.7;824.37
145.0;12.7;837.19
146.0;12.75;850.05
147.0;12.75;862.92
148.0;12.8;875.84
149.0;12.8;888.75
