GRAND_ID: 4055
DAM_NAME: 28.421701
LONG: 28.421701
LAT: -15.808944
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.16
2.0;0.06;0.36
3.0;0.08;0.59
4.0;0.13;0.86
5.0;0.15;1.16
6.0;0.19;1.49
7.0;0.21;1.84
8.0;0.25;2.24
9.0;0.28;2.66
10.0;0.31;3.11
11.0;0.33;3.58
12.0;0.38;4.1
13.0;0.4;4.64
14.0;0.45;5.23
15.0;0.46;5.83
16.0;0.52;6.5
17.0;0.57;7.2
18.0;0.67;8.01
19.0;0.71;8.86
20.0;0.79;9.78
21.0;0.82;10.74
22.0;0.88;11.77
23.0;0.92;12.82
24.0;0.99;13.95
25.0;1.02;15.11
26.0;1.09;16.34
27.0;1.12;17.6
28.0;1.18;18.91
29.0;1.2;20.26
30.0;1.25;21.65
31.0;1.27;23.07
32.0;1.34;24.54
33.0;1.36;26.04
34.0;1.45;27.63
35.0;1.52;29.29
36.0;1.66;31.1
37.0;1.73;32.97
38.0;1.87;34.98
39.0;1.93;37.05
40.0;2.09;39.28
41.0;2.22;41.64
42.0;2.52;44.3
43.0;2.66;47.09
44.0;3.17;50.41
45.0;3.52;54.07
46.0;4.44;58.65
47.0;4.92;63.71
48.0;6.28;70.13
49.0;6.78;77.04
50.0;8.65;85.83
51.0;9.46;95.43
