GRAND_ID: 2530
DAM_NAME: -42.680191
LONG: -42.680191
LAT: -14.284019
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.41
2.0;0.45;1.14
3.0;0.62;2.04
4.0;1.22;3.55
5.0;1.37;5.21
6.0;1.8;7.29
7.0;1.89;9.47
8.0;2.22;11.98
9.0;2.34;14.6
10.0;2.6;17.49
11.0;2.69;20.47
12.0;2.87;23.63
13.0;2.94;26.85
14.0;3.04;30.18
15.0;3.07;33.53
16.0;3.15;36.97
17.0;3.17;40.42
18.0;3.22;43.93
19.0;3.24;47.46
20.0;3.28;51.02
21.0;3.29;54.6
22.0;3.31;58.2
23.0;3.32;61.81
