GRAND_ID: 1032
DAM_NAME: -95.679416
LONG: -95.679416
LAT: 36.424078
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.21;0.4
2.0;0.49;1.07
3.0;0.79;2.04
4.0;1.12;3.35
5.0;1.5;5.04
6.0;1.84;7.07
7.0;2.44;9.69
8.0;2.92;12.8
9.0;3.52;16.5
10.0;3.88;20.57
11.0;4.88;25.63
12.0;5.82;31.63
13.0;9.79;41.61
14.0;13.63;55.42
15.0;17.59;73.2
16.0;21.47;94.85
17.0;28.44;123.48
18.0;34.7;158.36
19.0;64.13;222.67
20.0;99.14;322.0
21.0;119.8;441.98
22.0;132.07;574.23
23.0;142.93;717.34
24.0;147.74;865.27
25.0;151.35;1016.8
26.0;152.85;1169.84
