GRAND_ID: 5797
DAM_NAME: 106.765135
LONG: 106.765135
LAT: 15.059528
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.01;0.24
3.0;0.02;0.37
4.0;0.03;0.51
5.0;0.04;0.65
6.0;0.06;0.82
7.0;0.07;1.0
8.0;0.08;1.19
9.0;0.09;1.38
10.0;0.1;1.59
11.0;0.1;1.81
12.0;0.13;2.04
13.0;0.13;2.28
14.0;0.14;2.53
15.0;0.15;2.79
16.0;0.16;3.06
17.0;0.17;3.33
18.0;0.19;3.63
19.0;0.19;3.93
20.0;0.21;4.25
21.0;0.22;4.58
22.0;0.23;4.93
23.0;0.25;5.28
24.0;0.27;5.66
25.0;0.28;6.05
26.0;0.29;6.45
27.0;0.31;6.87
28.0;0.32;7.29
29.0;0.33;7.73
30.0;0.36;8.2
31.0;0.36;8.67
32.0;0.38;9.17
33.0;0.4;9.68
34.0;0.43;10.21
35.0;0.44;10.76
36.0;0.49;11.36
37.0;0.5;11.97
38.0;0.54;12.62
39.0;0.56;13.29
40.0;0.59;13.99
41.0;0.62;14.72
42.0;0.66;15.49
43.0;0.68;16.27
44.0;0.72;17.11
45.0;0.74;17.96
46.0;0.79;18.85
47.0;0.81;19.77
48.0;0.84;20.72
49.0;0.86;21.69
50.0;0.9;22.7
51.0;0.92;23.73
52.0;0.97;24.81
53.0;0.98;25.9
54.0;1.01;27.02
55.0;1.04;28.17
56.0;1.07;29.34
57.0;1.09;30.54
58.0;1.12;31.76
59.0;1.14;33.02
60.0;1.17;34.3
61.0;1.2;35.61
62.0;1.24;36.96
63.0;1.25;38.32
64.0;1.3;39.72
65.0;1.32;41.15
66.0;1.36;42.61
67.0;1.38;44.1
68.0;1.41;45.62
69.0;1.44;47.18
70.0;1.47;48.76
71.0;1.5;50.37
72.0;1.53;52.01
73.0;1.56;53.67
74.0;1.61;55.39
75.0;1.64;57.14
76.0;1.67;58.93
77.0;1.7;60.73
78.0;1.74;62.58
79.0;1.77;64.46
80.0;1.83;66.4
81.0;1.85;68.36
82.0;1.89;70.36
83.0;1.92;72.39
84.0;1.96;74.46
85.0;1.99;76.56
86.0;2.04;78.71
87.0;2.07;80.88
88.0;2.11;83.1
89.0;2.14;85.35
90.0;2.19;87.65
91.0;2.21;89.96
92.0;2.26;92.33
93.0;2.29;94.73
94.0;2.34;97.18
95.0;2.37;99.66
96.0;2.43;102.2
97.0;2.46;104.77
98.0;2.5;107.38
99.0;2.54;110.03
100.0;2.61;112.75
101.0;2.64;115.5
102.0;2.7;118.31
103.0;2.75;121.17
104.0;2.82;124.1
105.0;2.86;127.07
106.0;2.93;130.11
107.0;2.97;133.19
108.0;3.08;136.38
109.0;3.15;139.63
110.0;3.24;142.98
111.0;3.3;146.39
112.0;3.42;149.91
113.0;3.49;153.51
114.0;3.65;157.28
115.0;3.74;161.12
116.0;3.88;165.11
117.0;3.96;169.18
118.0;4.1;173.39
119.0;4.17;177.67
120.0;4.3;182.08
121.0;4.36;186.55
122.0;4.49;191.15
123.0;4.56;195.82
124.0;4.71;200.64
125.0;4.78;205.53
126.0;4.89;210.54
127.0;4.98;215.63
128.0;5.11;220.85
129.0;5.19;226.15
130.0;5.35;231.61
131.0;5.43;237.14
132.0;5.56;242.81
133.0;5.65;248.58
134.0;5.75;254.44
135.0;5.83;260.38
136.0;5.97;266.46
137.0;6.05;272.62
138.0;6.17;278.9
139.0;6.25;285.26
140.0;6.42;291.79
141.0;6.5;298.4
142.0;6.65;305.15
143.0;6.74;312.0
144.0;6.9;319.01
145.0;7.02;326.14
146.0;7.2;333.45
147.0;7.29;340.85
148.0;7.44;348.4
149.0;7.55;356.06
150.0;7.74;363.91
151.0;7.88;371.9
152.0;8.1;380.11
153.0;8.23;388.46
154.0;8.44;397.0
155.0;8.56;405.68
156.0;8.75;414.54
157.0;8.87;423.51
158.0;9.09;432.71
159.0;9.21;442.03
160.0;9.41;451.54
161.0;9.54;461.2
162.0;9.76;471.06
163.0;9.95;481.12
164.0;10.17;491.4
165.0;10.32;501.83
166.0;10.58;512.52
167.0;10.72;523.35
168.0;11.01;534.47
169.0;11.14;545.72
170.0;11.39;557.22
171.0;11.56;568.89
172.0;11.82;580.82
173.0;11.98;592.91
174.0;12.32;605.34
175.0;12.51;617.96
176.0;12.79;630.86
177.0;12.96;643.93
178.0;13.23;657.27
179.0;13.39;670.77
180.0;13.75;684.63
181.0;13.93;698.67
182.0;14.23;713.01
183.0;14.39;727.51
184.0;14.67;742.29
185.0;14.85;757.25
186.0;15.18;772.54
187.0;15.42;788.06
188.0;15.72;803.89
189.0;15.91;819.91
190.0;16.24;836.26
191.0;16.43;852.8
192.0;16.74;869.65
193.0;16.93;886.69
194.0;17.26;904.06
195.0;17.47;921.65
196.0;17.77;939.52
197.0;17.87;957.5
198.0;18.21;975.82
199.0;18.33;994.26
200.0;18.64;1013.0
201.0;18.76;1031.87
202.0;19.09;1051.08
203.0;19.27;1070.45
204.0;19.61;1090.17
205.0;19.77;1110.04
206.0;20.16;1130.31
207.0;20.29;1150.71
208.0;20.65;1171.46
209.0;20.84;1192.41
210.0;21.24;1213.76
211.0;21.47;1235.34
212.0;21.82;1257.27
213.0;21.98;1279.36
214.0;22.44;1301.91
215.0;22.63;1324.65
216.0;23.07;1347.83
217.0;23.32;1371.26
218.0;23.7;1395.06
219.0;23.86;1419.04
220.0;24.27;1443.41
221.0;24.42;1467.94
222.0;24.75;1492.8
223.0;24.95;1517.86
224.0;25.33;1543.3
225.0;25.52;1568.93
226.0;25.87;1594.91
227.0;26.05;1621.07
228.0;26.49;1647.66
229.0;26.62;1674.39
230.0;26.94;1701.44
231.0;27.12;1728.67
232.0;27.43;1756.21
233.0;27.56;1783.88
234.0;27.88;1811.86
235.0;27.99;1839.96
236.0;28.31;1868.38
237.0;28.44;1896.93
238.0;28.71;1925.75
239.0;28.87;1954.73
240.0;29.14;1983.98
241.0;29.24;2013.33
242.0;29.52;2042.96
243.0;29.63;2072.7
244.0;29.88;2102.69
