GRAND_ID: 4308
DAM_NAME: 19.58125
LONG: 19.58125
LAT: -33.36446
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.14
2.0;0.06;0.31
3.0;0.08;0.51
4.0;0.11;0.73
5.0;0.12;0.97
6.0;0.15;1.24
7.0;0.17;1.53
8.0;0.2;1.84
9.0;0.21;2.17
10.0;0.25;2.54
11.0;0.27;2.93
12.0;0.31;3.35
13.0;0.32;3.79
14.0;0.35;4.26
15.0;0.38;4.75
16.0;0.43;5.31
17.0;0.48;5.9
18.0;0.53;6.55
19.0;0.56;7.23
20.0;0.61;7.95
21.0;0.63;8.7
22.0;0.71;9.53
23.0;0.73;10.38
24.0;0.78;11.28
