GRAND_ID: 3288
DAM_NAME: 10.362107
LONG: 10.362107
LAT: 47.633119
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.12
2.0;0.05;0.27
3.0;0.06;0.43
4.0;0.1;0.63
5.0;0.11;0.85
6.0;0.16;1.11
7.0;0.19;1.41
8.0;0.3;1.81
9.0;0.34;2.26
10.0;0.48;2.84
11.0;0.54;3.48
12.0;0.82;4.4
13.0;0.95;5.46
14.0;1.28;6.85
15.0;1.41;8.36
16.0;1.63;10.1
17.0;1.71;11.91
18.0;1.89;13.91
19.0;1.95;15.96
20.0;2.11;18.18
21.0;2.16;20.44
22.0;2.32;22.87
23.0;2.37;25.34
24.0;2.49;27.94
25.0;2.53;30.57
