GRAND_ID: 4325
DAM_NAME: 19.250482
LONG: 19.250482
LAT: -33.837062
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.12
2.0;0.03;0.26
3.0;0.07;0.43
4.0;0.1;0.63
5.0;0.14;0.87
6.0;0.15;1.13
7.0;0.2;1.43
8.0;0.22;1.76
9.0;0.25;2.11
10.0;0.28;2.49
11.0;0.32;2.92
12.0;0.34;3.36
13.0;0.37;3.83
14.0;0.4;4.34
15.0;0.43;4.87
16.0;0.44;5.41
17.0;0.47;5.99
18.0;0.49;6.58
19.0;0.53;7.21
20.0;0.57;7.88
21.0;0.59;8.58
22.0;0.61;9.29
23.0;0.63;10.02
24.0;0.64;10.76
25.0;0.66;11.52
26.0;0.67;12.3
27.0;0.69;13.09
28.0;0.7;13.89
29.0;0.71;14.7
30.0;0.71;15.52
31.0;0.72;16.34
32.0;0.73;17.17
